Phrase	Translation
这些产品的品质是一样的。	[['The quality of these products is the same.', 7798510.0]]
你有品质好一点的吗?	[["Have you got anything that's better quality?", 10551450.0]]
我们过着十分平凡的生活。	[['We lead a very ordinary life.', 262726.0]]
她能很准确地评估投资。	[['She can assess investments very accurately.', 802915.0]]
还没有任何评论。	[['There are no comments yet.', 388349.0]]
禁止评论。	[['No comment.', 873323.0]]
这是我的评论。	[['This is my comment.', 2629589.0]]
谢谢您的评论。	[['Thanks for the comment.', 1840167.0]]
我不能破例。	[["I can't make an exception.", 1954624.0]]
政治迫害开始了。	[['The witch hunt has begun.', 941696.0]]
未来，机器人会像个人电脑一样普及吗？	[['In the future, will robots be as common as personal computers?', 9408553.0]]
因为这是一个有好几层的瀑布，所以速度慢也不会让人惊讶。	[["As this is a cascade with multiple layers, it shouldn't be surprising that it's slow.", 797372.0]]
她没有辜负我们的期望。	[['She lived up to our expectations.', 314475.0]]
我们期望能再见到你。	[['We look forward to seeing you again.', 248298.0]]
你对你的孩子期望过高。	[['You expect too much of your child.', 69358.0]]
当你提出一个问题，你期望得到答案。	[['When you pose a question, you expect an answer.', 809215.0]]
其他人的期望会影响我们的行为。	[["Other people's expectations affect how we behave.", 827844.0]]
我对他期望很高。	[['I expect a lot from him.', 403381.0]]
我们对他期望很多。	[['We expect a lot from him.', 403382.0]]
我期望他会帮助我们。	[['I expect that he will help us.', 283461.0]]
新老师辜负了这个班学生的期望。	[['The new teacher was a disappointment to the class.', 269359.0]]
别对他有太高的期望。	[["Don't expect too much of him.", 284541.0]]
期限近了。	[['The deadline is approaching.', 1497746.0]]
这本护照的有用期限为五年。	[['This passport is valid for five years.', 60673.0]]
提交申请的最后期限是星期五。	[['The due date for submitting the application is this Friday.', 4406837.0]]
她错过了最后期限。	[['She missed the deadline.', 1737140.0]]
他在学校老是被人欺负。	[['He always gets bullied at school.', 934026.0]]
他被同学欺负。	[['He was made fun of by his classmates.', 295241.0]]
你又在欺负弱小了！	[["You're bullying someone smaller than you again!", 1636278.0]]
他欺负比他小的孩子	[['He bullies younger children.', 7491350.0]]
不要欺负我！	[["Don't bully me!", 10251100.0]]
不要欺骗我!	[["Don't cheat me!", 1499131.0]]
自然从不会欺骗我们，骗我们的永远是我们自己。	[['Nature never deceives us; it is always we who deceive ourselves.', 412880.0]]
什么意思，他竟然一直在欺骗我！	[["I ask you, he's been cheating me!", 245034.0]]
他欺骗了我们。	[['He lied to us.', 388832.0]]
不要欺骗你自己。	[["Don't deceive yourself.", 1481773.0]]
你不能欺骗我。	[['You cannot pull the wool over my eyes.', 25523.0]]
他欺骗了她。	[['He lied to her.', 8477885.0]]
人生真是奇妙！	[['How strange life is!', 270574.0]]
你的弟弟真是个奇妙的人。	[['What a marvelous person your brother is!', 51847.0]]
这是奇妙的体验。	[["It's been an amazing experience.", 4529563.0]]
语言很奇妙。	[['Language is wonderful.', 7766834.0]]
她穿了一件红旗袍。	[['She wore a red cheongsam.', 7235415.0]]
旗帜是国家象征。	[['A flag is a national symbol.', 7805713.0]]
房间里家具齐全。	[['The room is fully furnished.', 1180914.0]]
我不歧视人。	[["I don't discriminate.", 2245719.0]]
起初谁也不相信我。	[['No one believed me at first.', 244045.0]]
我起初来自中国。	[["I'm originally from China.", 2223378.0]]
我起初不怎么喜欢摇滚音乐，不过现在喜欢上了。	[['At first I did not like rock music, but now I do.', 267031.0]]
起初我不相信他。	[["I didn't believe him at first.", 244051.0]]
起初我不知道为什么。	[['At first, I had no idea why.', 858949.0]]
起初她不喜欢马。	[["She didn't like the horse at first.", 313787.0]]
我起初以为他是你哥哥。	[['At first, I thought he was your brother.', 1449777.0]]
我起初以为他是你弟弟。	[['At first, I thought he was your brother.', 1449777.0]]
人生充满了高低起伏。	[['Life is full of ups and downs.', 270545.0]]
这张沙发起码可以坐三个人。	[['This sofa can seat three people easily.', 60928.0]]
我不是乞丐。	[["I'm not a beggar.", 1891028.0]]
她的气色看起来比以前好。	[['She looks better than before.', 7816286.0]]
你气色不错。	[['You look good.', 1011281.0]]
这牛奶有特殊的气味。	[['This milk has a peculiar smell.', 60454.0]]
这些花有一种独特的气味。	[['These flowers have a unique smell.', 388322.0]]
我不太喜欢这水果的气味。	[["I don't like the way this fruit smells.", 1192404.0]]
这种气味真可怕。	[['This kind of odour is really terrifying.', 7885820.0]]
这是什么气味？	[["What's this smell?", 610369.0]]
也许这是低气压，这意味着你在飞机上更容易喝醉。	[["Maybe it's the low air pressure that means you get drunk more easily on planes.", 317996.0]]
你能检查一下这个轮胎的气压吗？	[['Could you check the tire pressure?', 41119.0]]
她恰巧知道他的地址。	[['She happened to know his address.', 311570.0]]
过度的谦逊就是骄傲。	[['Too much humility is pride.', 282846.0]]
他的谦逊值得尊敬。	[['His modesty is worth respecting.', 286010.0]]
这是很有前景的行业。	[['This is a very promising industry.', 7844500.0]]
她充满潜力。	[['She is full of potential.', 2628155.0]]
他有极大的潜力。	[['He has enormous potential.', 4091839.0]]
你能潜水吗？	[['Can you swim underwater?', 270907.0]]
我感觉我被强制帮助她。	[['I feel like I am being forced to help her.', 2121135.0]]
政府将采取强制措施来解决这一问题。	[['The government will adopt enforcement measures to solve this problem.', 4728125.0]]
把手举起来！这是抢劫。	[["Stick 'em up! This is a robbery!", 3198434.0]]
你被抢劫过吗？	[['Have you ever been robbed?', 5066386.0]]
他会抢劫。	[['He is capable of robbery.', 4398721.0]]
我被抢劫了。	[['I got mugged.', 6667150.0]]
税收就是合法的抢劫。	[['Taxes are just legal robbery.', 10276498.0]]
军队强迫他辞职。	[['The army forced him to resign.', 805368.0]]
她强迫他做这个工作。	[['She saddled him with the work.', 388388.0]]
他强迫我到那里去。	[['He forced me to go there.', 2197633.0]]
我们不能强迫人去做。	[["We can't force people to do that.", 5553851.0]]
他强迫她坐下。	[['He forced her to sit down.', 304012.0]]
我很钦佩他的才干。	[['I feel admiration for his talent.', 286378.0]]
我很钦佩他的慷慨大方。	[['I had great admiration for his generosity.', 286794.0]]
她习惯了勤俭的生活	[['She is used to living a hardworking and frugal life.', 7222101.0]]
他勤俭节约，甚至是小气的。	[['He is thrifty, not to say stingy.', 289788.0]]
我不喜欢在清晨开的会议。	[["I don't like early morning meetings.", 2898125.0]]
从清晨开始一直下雨。	[["It's been raining since early morning.", 274095.0]]
她清晨离开了。	[['She left early in the morning.', 315841.0]]
清理镜子上的灰尘。	[['Clean the dirt off the mirror.', 450107.0]]
我太太刚刚清理了桌子。	[['My wife has just cleared the table.', 244128.0]]
我清理了桌子。	[['I cleared the table.', 258751.0]]
你必须把桌子清理干净。	[['You must clear the table.', 15979.0]]
清理的时候，我们看到了些他的东西。	[['While cleaning, we saw some of his things.', 3962747.0]]
我要清理厕所了。	[['I have to clean the bathroom.', 6944262.0]]
你必须清理你的房间。	[['You need to clean your room.', 6263680.0]]
更清晰些。	[['Be more precise.', 2244994.0]]
我当时非常清醒。	[['I was very sober at the time.', 4986522.0]]
我们很清醒。	[["We're wide awake.", 2240689.0]]
我很清醒。	[["I'm sober.", 2361904.0]]
这个饭馆的菜是清真吗？	[['Is the food at the restaurant halal?', 5150259.0]]
在我看来，她有一种夸张的倾向。	[['It seems to me that she has a tendency to exaggerate.', 308756.0]]
我希望今天的天气是晴朗的。	[['I wish it were fine today.', 242939.0]]
天空很晴朗。	[["It's a clear day.", 433663.0]]
我们得到了一份有趣的情报。	[['We got an interesting piece of information.', 23041.0]]
这件事情像是电影情节。	[["That's something like a movie scenario.", 26474.0]]
我收到了请帖。	[['I received an invitation.', 258705.0]]
我收到了一张请帖。	[['I received an invitation.', 258705.0]]
现实和幻想是很难区分的。	[['Reality and fantasy are hard to distinguish.', 239598.0]]
动物没有区分真假的能力。	[["Animals can't distinguish between true and false.", 2121227.0]]
这个区域有很多商店。	[['There are many stores in this area.', 57921.0]]
这片区域很少下雪。	[['It rarely snows in this area.', 2592859.0]]
最近这个区域的国际形势很紧张。	[["Recently, this area's international relations have become very tense.", 7830352.0]]
他向权力屈服。	[['He submits to authority.', 1481678.0]]
我宁可死也不屈服。	[['I would rather die than yield.', 241204.0]]
我不会向她屈服。	[["I won't give up on her.", 3911255.0]]
我毫无希望地走着，已经屈服在永远被抛弃的命运之下。	[['I walked without hope, already resigned to the certain fate of being abandoned forever.', 7490323.0]]
她用拳头拍了桌子。	[['She banged the table with her fist.', 313459.0]]
一个缺口的杯子，如果换一个角度看它，它仍然是圆的。	[['An incomplete glass, if you look it in another direction, it is still circle.', 4248284.0]]
太好了。没有一个人缺席。	[['Good. No absentees.', 30006.0]]
太好了。一个缺席的人都没有。	[['Good. No absentees.', 30006.0]]
你怎么解释你缺席的原因？	[['How do you account for your absence?', 16180.0]]
告诉我他为什么缺席了。	[['Tell me why he was absent.', 36386.0]]
今天有人缺席吗？	[['Is anyone absent today?', 242924.0]]
没有学生缺席。	[['No students were absent.', 238507.0]]
没有一个学生缺席。	[["There wasn't one student who was absent.", 1008815.0]]
这个程序缺陷满多。	[['This process has a lot of inconveniences.', 794186.0]]
这个系统有些明显的缺陷。	[['This system has obvious defects.', 61050.0]]
一些疾病的产生原因是基因缺陷。	[['Some diseases are caused by a defective gene.', 681062.0]]
我不能确保这一切会发生。	[["I can't guarantee that that's going to happen.", 6858726.0]]
确保这个孩子不生病。	[['Make sure that the child is not sick.', 7767718.0]]
我可以确保成功。	[['I can assure success.', 6788011.0]]
我想知道确切的时间。	[["I'd like to know the exact time.", 271598.0]]
我不知道确切的日期。	[["I don't know the exact date.", 6451980.0]]
我不确定确切的日期。	[["I'm not sure of the exact date.", 258970.0]]
他很确信他可以通过考试。	[['He is sure of passing the examination.', 298259.0]]
我确信他已经完成了。	[['I am positive that he has finished.', 283837.0]]
对于那个,我不确信。	[['I am not certain about that.', 254761.0]]
我确信我们会找到解决办法的。	[["I'm sure we'll find a solution.", 4384183.0]]
我们会找到解决办法的，我确信	[["We'll find a solution, I'm sure.", 4905021.0]]
我很确信他很聪明。	[["I'm sure that he is clever.", 283580.0]]
你确信这条路是对的吗？	[['Are you sure this is the right road?', 3737661.0]]
你确信你只要水吗？	[['Are you sure you just want water?', 2015112.0]]
我确信他明天会来。	[["I'm sure he will come tomorrow.", 304074.0]]
你确信你不想来吗？	[["Are you sure you don't want to come?", 2014604.0]]
他让步了.	[['He gave in.', 296376.0]]
公主向皇帝请求饶恕。	[['The princess begged forgiveness from the emperor.', 327977.0]]
不要因为吃得太多而扰乱胃的正常消化。	[["Don't get an upset stomach by eating too much.", 1554707.0]]
我想要更便宜点的双人间。	[['I would like a less expensive double room.', 67693.0]]
我遇到的人都很仁慈。	[['The people whom I meet are kind.', 246824.0]]
